study_id,phase,sponsor_type,no_of_locations,no_of_conditions,enrollment,allocation,intervention_model,masking,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,gender,total_dropout_rate,start_date,end_date,no_of_primary_outcomes,no_of_secondary_outcomes,has_result
NCT01991054,PHASE4,OTHER,1.0,2,45.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2013-11-07,2018-02-26,1.0,9.0,False
NCT03196336,,OTHER,1.0,1,60.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,80.0,ALL,-1.0,2016-10-23,2020-03-29,1.0,1.0,False
NCT02771821,,OTHER,1.0,4,202.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,60.0,,ALL,-1.0,2016-05-07,2016-05-10,5.0,2.0,False
NCT00422253,,OTHER_GOV,1.0,3,27.0,RANDOMIZED,CROSSOVER,SINGLE,,0,1,0,0,0,0,0,0,0,0,0,0,18.0,50.0,ALL,-1.0,2007-01-11,2013-12-12,,,False
NCT04076007,,OTHER,1.0,2,44.0,RANDOMIZED,CROSSOVER,TRIPLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,35.0,75.0,ALL,-1.0,2015-06-02,2019-08-30,2.0,6.0,False
NCT00230087,PHASE2,NIH,1.0,2,15.0,NON_RANDOMIZED,SINGLE_GROUP,NONE,,0,0,1,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2005-09-29,2012-11-06,2.0,3.0,False
NCT05110625,,OTHER_GOV,1.0,1,365.0,RANDOMIZED,PARALLEL,NONE,3.0,0,1,0,0,0,0,1,0,0,0,0,0,18.0,75.0,ALL,-1.0,2021-10-05,2024-08-22,1.0,26.0,False
NCT05628259,,OTHER,3.0,8,70.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2022-11-17,2024-03-10,2.0,8.0,False
NCT04708574,,OTHER,1.0,2,60.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,1,0,0,0,0,0,20.0,55.0,FEMALE,-1.0,2021-01-08,2021-01-13,2.0,4.0,False
NCT05310526,,OTHER,1.0,4,786.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,90.0,ALL,-1.0,2022-03-16,2023-12-19,2.0,7.0,False
NCT04804774,,OTHER,3.0,2,136.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2021-03-16,2022-06-16,1.0,,False
NCT05106231,,OTHER,9.0,2,94.0,NON_RANDOMIZED,SEQUENTIAL,SINGLE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2021-09-28,2024-02-14,1.0,1.0,False
NCT00054925,,OTHER,,5,1685.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,25.0,,ALL,-1.0,2003-02-13,2012-03-06,1.0,,False
NCT02637973,PHASE4,OTHER,5.0,2,84.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2015-12-16,2023-06-02,1.0,,False
NCT01392027,,OTHER,1.0,5,712.0,,SINGLE_GROUP,NONE,,0,0,1,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2011-07-06,2017-11-06,1.0,,False
NCT01213212,PHASE2,OTHER,1.0,1,73.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,40.0,80.0,ALL,-1.0,2010-09-30,2013-02-20,1.0,5.0,False
NCT05337306,,INDUSTRY,1.0,3,198.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,85.0,ALL,-1.0,2022-03-21,2024-10-28,2.0,1.0,False
NCT04190160,,OTHER,1.0,1,35.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,0,0,0,0,0,75.0,99.0,ALL,-1.0,2019-12-01,2021-08-02,2.0,5.0,False
NCT02684929,,OTHER,1.0,1,16.0,NON_RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,40.0,ALL,-1.0,2016-02-09,2016-02-18,1.0,3.0,False
NCT05161741,PHASE4,INDUSTRY,1.0,3,238.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2021-12-16,2023-02-03,3.0,,False
NCT00678522,PHASE4,OTHER,2.0,1,25.0,RANDOMIZED,CROSSOVER,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,40.0,70.0,ALL,-1.0,2008-05-13,2008-05-14,1.0,1.0,False
NCT03175315,,OTHER,1.0,1,216.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,16.0,75.0,ALL,-1.0,2017-05-02,2018-08-02,1.0,10.0,False
NCT01251497,EARLY_PHASE1,OTHER,,1,,,PARALLEL,,,0,1,0,0,0,0,0,0,0,0,0,0,50.0,,ALL,-1.0,2010-12-01,2010-12-01,,,False
NCT00289237,,OTHER,1.0,5,61301.0,RANDOMIZED,PARALLEL,NONE,3.0,0,1,0,0,0,0,0,0,0,0,0,0,30.0,60.0,ALL,-1.0,2005-09-19,2012-10-02,1.0,1.0,False
NCT06396819,PHASE4,OTHER_GOV,1.0,1,25.0,RANDOMIZED,CROSSOVER,SINGLE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,60.0,,ALL,-1.0,2024-04-30,2024-04-30,1.0,,False
NCT05038176,,OTHER,1.0,4,50.0,NON_RANDOMIZED,SINGLE_GROUP,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,21.0,,MALE,-1.0,2021-08-31,2024-03-14,1.0,,False
NCT02916589,PHASE1,OTHER,1.0,1,8.0,NON_RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,85.0,ALL,-1.0,2016-09-26,2018-09-25,1.0,1.0,False
NCT00063674,PHASE2,NIH,1.0,3,240.0,RANDOMIZED,PARALLEL,SINGLE,,0,2,0,0,0,0,0,0,0,0,0,0,7.0,10.0,FEMALE,-1.0,2003-07-02,2010-01-12,,,False
NCT01464437,PHASE2,INDUSTRY,77.0,1,236.0,RANDOMIZED,PARALLEL,DOUBLE,7.0,8,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2011-10-14,2014-04-24,1.0,2.0,False
NCT04340648,,OTHER,1.0,1,32.0,,SINGLE_GROUP,NONE,,0,0,0,0,1,0,0,0,0,0,0,0,18.0,99.0,ALL,-1.0,2020-03-23,2020-04-07,3.0,,False
NCT00784433,PHASE3,OTHER,,2,224.0,RANDOMIZED,PARALLEL,NONE,3.0,0,0,0,0,0,1,0,0,0,0,0,0,40.0,75.0,ALL,-1.0,2008-11-03,2019-07-11,1.0,1.0,False
NCT03261362,,OTHER,1.0,1,12.0,RANDOMIZED,CROSSOVER,QUADRUPLE,2.0,0,0,0,0,0,1,0,0,0,0,0,0,30.0,60.0,ALL,-1.0,2017-08-22,2023-06-02,1.0,1.0,False
NCT02106585,PHASE1,INDUSTRY,1.0,1,94.0,RANDOMIZED,PARALLEL,SINGLE,9.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2014-04-04,2014-10-03,6.0,,False
NCT00217061,PHASE3,OTHER,1.0,4,98.0,RANDOMIZED,PARALLEL,SINGLE,,0,0,0,0,1,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2005-09-16,2011-05-20,1.0,5.0,False
NCT03796975,PHASE4,OTHER,1.0,3,120.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2018-11-11,2020-08-05,3.0,3.0,False
NCT00362518,PHASE3,OTHER,1.0,1,12.0,RANDOMIZED,CROSSOVER,NONE,4.0,0,0,0,0,0,4,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2006-08-09,2024-03-08,1.0,1.0,False
NCT02434315,,INDUSTRY,23.0,1,175.0,RANDOMIZED,PARALLEL,NONE,3.0,0,0,0,0,3,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2015-04-27,2016-09-28,1.0,,False
NCT00264394,PHASE4,OTHER,7.0,4,4097.0,RANDOMIZED,PARALLEL,NONE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2005-12-09,2015-05-27,1.0,1.0,False
NCT00491543,PHASE2,INDUSTRY,2.0,2,66.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2007-06-23,2008-07-01,3.0,,False
NCT02540642,,OTHER,1.0,3,38.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,1,0,0,0,0,0,0,30.0,70.0,ALL,-1.0,2015-08-27,2018-03-14,1.0,3.0,False
NCT02979860,,OTHER,1.0,2,30.0,RANDOMIZED,PARALLEL,SINGLE,4.0,0,3,0,0,0,0,0,0,0,0,0,0,8.0,11.0,ALL,-1.0,2016-11-29,2021-10-22,1.0,1.0,False
NCT00395031,PHASE2,OTHER,1.0,2,57.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2006-11-01,2011-07-28,1.0,2.0,False
NCT01863147,PHASE4,OTHER,2.0,2,66.0,RANDOMIZED,PARALLEL,NONE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,55.0,70.0,ALL,-1.0,2013-05-21,2015-08-15,1.0,1.0,False
NCT03434860,,OTHER,,3,53.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2018-01-21,2019-12-15,1.0,7.0,False
NCT01010100,PHASE3,INDUSTRY,23.0,1,204.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,40.0,75.0,ALL,-1.0,2009-10-26,2010-12-23,1.0,7.0,False
NCT05581043,,OTHER,1.0,3,10.0,RANDOMIZED,CROSSOVER,SINGLE,6.0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,,ALL,-1.0,2022-10-04,2024-01-15,1.0,1.0,False
NCT02910518,PHASE1,INDUSTRY,1.0,1,44.0,RANDOMIZED,CROSSOVER,DOUBLE,2.0,7,0,0,0,0,0,0,0,0,0,0,0,18.0,64.0,ALL,-1.0,2016-09-20,2022-04-21,2.0,7.0,False
NCT03398590,,OTHER,1.0,2,9.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,65.0,,ALL,-1.0,2017-10-31,2018-10-19,1.0,3.0,False
NCT01777893,,OTHER,9.0,2,2500.0,RANDOMIZED,PARALLEL,NONE,4.0,0,4,0,0,0,0,0,0,0,0,0,0,10.0,70.0,ALL,-1.0,2013-01-24,2019-03-18,1.0,25.0,False
NCT00362960,PHASE3,INDUSTRY,27.0,4,300.0,RANDOMIZED,PARALLEL,DOUBLE,,2,0,0,0,0,0,0,0,0,0,0,0,30.0,,ALL,-1.0,2006-08-10,2006-10-06,3.0,7.0,False
NCT04779164,,OTHER,1.0,1,126.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,0,0,0,1,0,0,40.0,70.0,FEMALE,-1.0,2021-02-25,2021-02-27,1.0,2.0,False
NCT00065676,PHASE2,NIH,1.0,2,24.0,NON_RANDOMIZED,CROSSOVER,TRIPLE,3.0,0,0,0,0,0,0,2,0,0,0,0,0,18.0,65.0,ALL,-1.0,2003-07-30,2024-11-09,1.0,,False
NCT02011100,,OTHER_GOV,2.0,1,28.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,0,0,0,0,1,0,0,0,0,0,0,25.0,50.0,ALL,-1.0,2013-12-05,2018-04-14,2.0,1.0,False
NCT05719675,,OTHER,1.0,3,24.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2023-01-30,2023-11-27,3.0,,False
NCT00200018,,INDUSTRY,2.0,1,46.0,RANDOMIZED,PARALLEL,DOUBLE,,0,0,0,0,1,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2005-09-12,2009-02-03,1.0,1.0,False
NCT04117763,PHASE4,OTHER,1.0,3,90.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,85.0,ALL,-1.0,2019-10-03,2024-05-06,1.0,,False
NCT06289933,PHASE1,INDUSTRY,1.0,1,40.0,RANDOMIZED,CROSSOVER,NONE,2.0,3,0,0,0,0,0,0,0,0,0,0,0,19.0,,ALL,-1.0,2024-02-26,2024-05-23,2.0,,False
NCT06061510,,OTHER,1.0,3,110.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2023-09-18,2023-11-23,11.0,3.0,False
NCT05668325,,OTHER,1.0,3,40.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,18.0,,ALL,-1.0,2022-12-10,2022-12-20,4.0,,False
NCT01655810,,OTHER,1.0,3,86.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,0,0,0,0,0,3,0,0,0,0,0,0,50.0,70.0,ALL,-1.0,2012-07-19,2020-06-03,1.0,3.0,False
NCT00811889,PHASE2,INDUSTRY,42.0,3,227.0,RANDOMIZED,PARALLEL,QUADRUPLE,4.0,1,0,0,0,0,0,1,0,0,0,0,0,18.0,,ALL,-1.0,2008-12-18,2024-02-01,2.0,2.0,False
NCT01947790,PHASE4,OTHER,2.0,3,120.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,40.0,75.0,ALL,-1.0,2013-09-02,2015-08-17,1.0,1.0,False
NCT03661684,EARLY_PHASE1,OTHER_GOV,,2,10.0,NON_RANDOMIZED,SINGLE_GROUP,NONE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,50.0,ALL,-1.0,2017-06-01,2023-09-25,1.0,2.0,False
NCT01950806,,OTHER,1.0,2,28.0,RANDOMIZED,CROSSOVER,TRIPLE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,50.0,,ALL,-1.0,2013-09-23,2017-04-24,5.0,2.0,False
NCT03283657,,OTHER,1.0,5,53.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2017-08-22,2022-03-03,1.0,,False
NCT04330911,,OTHER,1.0,1,28.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,1,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2020-03-27,2020-04-07,15.0,,False
NCT01794143,PHASE3,OTHER,36.0,2,5047.0,RANDOMIZED,PARALLEL,NONE,4.0,4,0,0,0,0,0,0,0,0,0,0,0,30.0,,ALL,-1.0,2013-02-13,2022-04-13,1.0,1.0,False
NCT02062047,PHASE4,OTHER,,2,60.0,RANDOMIZED,PARALLEL,SINGLE,3.0,1,0,2,0,0,0,1,0,0,0,0,0,30.0,70.0,ALL,-1.0,2014-02-07,2014-02-11,1.0,15.0,False
NCT03704389,,OTHER,1.0,3,14.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2018-10-09,2020-09-08,3.0,,False
NCT01181882,PHASE2,OTHER,1.0,1,30.0,NON_RANDOMIZED,SINGLE_GROUP,NONE,1.0,0,0,0,0,0,1,0,0,0,0,0,0,40.0,80.0,ALL,-1.0,2010-08-03,2013-10-07,1.0,1.0,False
NCT03654313,PHASE1,INDUSTRY,9.0,2,88.0,RANDOMIZED,PARALLEL,QUADRUPLE,11.0,0,0,0,3,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2018-08-29,2020-08-21,1.0,5.0,False
NCT04927871,,NETWORK,2.0,5,156.0,RANDOMIZED,PARALLEL,NONE,2.0,0,4,0,0,0,0,0,0,0,0,0,0,20.0,79.0,ALL,-1.0,2021-02-15,2022-03-15,1.0,4.0,False
NCT05870358,PHASE4,OTHER,1.0,4,55.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,31.0,65.0,ALL,-1.0,2023-03-25,2023-05-18,10.0,,False
NCT02478190,,OTHER,1.0,5,110.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,18.0,,ALL,-1.0,2015-06-17,2018-03-20,1.0,3.0,False
NCT02058641,PHASE1,INDUSTRY,1.0,1,9.0,NON_RANDOMIZED,SINGLE_GROUP,NONE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,60.0,ALL,-1.0,2014-02-06,2017-05-12,1.0,5.0,False
NCT01950676,,OTHER,1.0,1,66.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,1,0,0,0,0,0,0,0,30.0,70.0,ALL,-1.0,2013-09-22,2016-01-07,1.0,2.0,False
NCT05180604,,OTHER,1.0,3,92.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,20.0,,ALL,-1.0,2021-11-15,2021-12-17,16.0,8.0,False
NCT03151343,PHASE3,OTHER,1.0,1,92.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2017-03-12,2022-08-17,2.0,20.0,False
NCT05166525,,OTHER,5.0,3,2000.0,RANDOMIZED,PARALLEL,SINGLE,3.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,,ALL,-1.0,2021-12-08,2021-12-08,1.0,8.0,False
NCT03365349,,OTHER,,1,87.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,16.0,,ALL,-1.0,2017-11-17,2017-12-01,1.0,1.0,False
NCT02373059,,OTHER,1.0,1,15.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,18.0,,ALL,-1.0,2015-02-16,2016-05-06,1.0,2.0,False
NCT02551640,,OTHER,2.0,5,300.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,,ALL,-1.0,2015-09-10,2020-08-29,1.0,7.0,False
NCT03583593,PHASE2,INDUSTRY,1.0,3,100.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,19.0,,ALL,-1.0,2018-06-15,2018-06-28,1.0,5.0,False
NCT03249610,,OTHER,,3,300.0,RANDOMIZED,PARALLEL,NONE,4.0,0,1,0,0,0,0,0,0,0,0,0,0,25.0,55.0,ALL,-1.0,2017-07-01,2017-08-12,1.0,1.0,False
NCT00947726,,NIH,,2,30.0,,SINGLE_GROUP,NONE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2009-07-27,2011-04-18,1.0,,False
NCT04440319,,OTHER,1.0,1,150.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2020-05-01,2022-02-15,2.0,10.0,False
NCT02288585,,INDUSTRY,2.0,3,150.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,30.0,75.0,ALL,-1.0,2014-11-04,2017-01-18,2.0,1.0,False
NCT03334643,,OTHER,1.0,1,19.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2017-11-03,2019-04-02,1.0,,False
NCT03047278,PHASE4,OTHER,,3,29.0,NON_RANDOMIZED,PARALLEL,NONE,3.0,2,0,2,0,0,0,0,0,0,0,0,0,18.0,59.0,ALL,-1.0,2017-02-02,2019-07-01,1.0,4.0,False
NCT01208701,PHASE2,OTHER,1.0,3,25.0,RANDOMIZED,CROSSOVER,TRIPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,40.0,,ALL,-1.0,2010-09-19,2015-08-19,1.0,6.0,False
NCT01895387,,OTHER,1.0,2,100.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,39.0,74.0,ALL,-1.0,2013-06-14,2013-07-04,1.0,1.0,False
NCT00355537,PHASE4,OTHER,1.0,2,19.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,,MALE,-1.0,2006-07-21,2010-03-29,1.0,4.0,False
NCT02153190,PHASE2,OTHER,3.0,2,36.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,2,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2014-05-29,2015-11-05,1.0,1.0,False
NCT06376305,,OTHER,1.0,3,12.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2024-04-05,2024-04-16,1.0,11.0,False
NCT00610038,PHASE2,OTHER,1.0,1,19.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,0,0,0,0,0,,,ALL,-1.0,2008-01-24,2012-11-16,1.0,2.0,False
NCT00606112,PHASE1,INDUSTRY,1.0,2,28.0,RANDOMIZED,SINGLE_GROUP,QUADRUPLE,4.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,55.0,ALL,-1.0,2008-01-21,2009-04-14,1.0,,False
NCT04810676,PHASE1,INDUSTRY,1.0,1,27.0,RANDOMIZED,CROSSOVER,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,19.0,55.0,ALL,-1.0,2021-03-11,2021-06-08,2.0,5.0,False
NCT04090840,,OTHER,1.0,4,51.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2019-09-11,2024-05-03,1.0,5.0,False
NCT01026688,,OTHER,1.0,2,1592.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,18.0,,ALL,-1.0,2009-12-02,2014-11-21,1.0,10.0,False
NCT04791787,,OTHER,2.0,3,35.0,RANDOMIZED,PARALLEL,NONE,3.0,0,0,0,0,0,1,2,0,0,0,0,0,18.0,70.0,ALL,-1.0,2021-03-05,2024-06-10,5.0,10.0,False
NCT04025762,,OTHER,2.0,3,38.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,2,0,0,0,0,0,0,0,60.0,,ALL,-1.0,2019-07-16,2021-09-04,1.0,7.0,False
NCT02621489,PHASE4,OTHER,1.0,3,38.0,RANDOMIZED,PARALLEL,NONE,2.0,3,0,0,0,0,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2015-11-22,2023-04-19,1.0,15.0,False
NCT05069727,,OTHER,1.0,1,34.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,2,0,0,0,0,0,0,0,0,0,12.0,18.0,ALL,-1.0,2021-09-26,2023-04-11,1.0,6.0,False
NCT01152372,PHASE1,INDUSTRY,1.0,1,36.0,NON_RANDOMIZED,PARALLEL,NONE,3.0,0,0,1,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2010-06-16,2011-02-22,1.0,1.0,False
NCT04016584,,OTHER,1.0,1,25.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,19.0,,ALL,-1.0,2019-07-09,2021-09-02,1.0,4.0,False
NCT03182712,,OTHER,1.0,1,30.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,40.0,60.0,ALL,-1.0,2017-06-01,2017-06-07,1.0,3.0,False
NCT00771004,PHASE2,INDUSTRY,7.0,3,63.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2008-10-09,2010-07-01,1.0,12.0,False
NCT05770076,,OTHER,4.0,6,55.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2023-03-03,2024-04-02,2.0,8.0,False
NCT04473430,,OTHER,2.0,2,64.0,RANDOMIZED,CROSSOVER,SINGLE,2.0,0,0,0,0,1,0,0,0,0,1,0,0,18.0,80.0,ALL,-1.0,2020-07-13,2023-12-05,1.0,9.0,False
NCT03105011,,OTHER,1.0,1,28.0,,SEQUENTIAL,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2017-04-03,2018-01-04,1.0,,False
NCT05765292,,OTHER,4.0,4,68.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2023-03-01,2023-03-10,2.0,8.0,False
NCT00225264,PHASE3,INDUSTRY,1.0,1,458.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,45.0,85.0,ALL,-1.0,2005-09-21,2012-02-27,1.0,5.0,False
NCT05781334,,OTHER,1.0,3,202.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,,ALL,-1.0,2023-02-16,2024-09-18,2.0,,False
NCT05928637,PHASE1,INDUSTRY,1.0,1,24.0,RANDOMIZED,CROSSOVER,NONE,6.0,1,0,0,0,0,0,0,0,0,0,0,0,19.0,50.0,ALL,-1.0,2023-06-26,2024-03-07,2.0,,False
NCT02451722,,OTHER_GOV,1.0,3,21.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2015-05-20,2016-01-26,1.0,1.0,False
NCT04907110,,OTHER,1.0,3,30.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,0,1,1,0,0,0,0,0,65.0,80.0,ALL,-1.0,2021-05-25,2023-02-09,1.0,12.0,False
NCT00489879,,OTHER,1.0,3,140.0,RANDOMIZED,PARALLEL,NONE,,0,0,0,0,1,0,0,0,0,0,0,0,20.0,75.0,ALL,-1.0,2007-06-20,2008-05-19,1.0,1.0,False
NCT04511325,,OTHER,1.0,4,27.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,45.0,80.0,ALL,-1.0,2020-07-30,2022-09-07,8.0,3.0,False
NCT05628597,,OTHER,1.0,1,34.0,RANDOMIZED,CROSSOVER,TRIPLE,2.0,0,0,0,0,2,0,0,0,0,0,0,0,40.0,,ALL,-1.0,2021-10-14,2023-08-09,1.0,18.0,False
NCT05259735,,OTHER_GOV,1.0,3,121.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,1,0,1,0,0,0,18.0,,ALL,-1.0,2022-02-08,2024-02-20,2.0,2.0,False
