no_of_locations,no_of_conditions,enrollment,no_of_arms,adverseEventDataAvailable,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length,no_of_interventions,no_of_types_of_interventions
35,1,476,2,0,18,75,-1,1,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,315,1,1
3,1,133,3,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1704,4,1
2,1,476,3,0,18,75,-1,1,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,816,3,1
2,1,39,2,0,18,70,-1,1,28,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2085,2,1
1,1,500,2,0,18,45,-1,1,21,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,3227,2,1
2,1,36,2,0,18,70,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,937,2,1
1,1,20,4,0,20,75,-1,1,8,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1549,3,1
106,1,171,2,0,10,17,-1,2,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2673,3,1
50,1,533,3,0,18,75,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1212,4,1
145,1,389,7,0,18,79,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3997,7,1
1,1,20,6,0,18,64,-1,2,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,649,3,1
93,1,272,1,0,18,70,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4718,1,1
44,1,267,5,0,30,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3974,2,1
1,1,458,3,0,18,75,-1,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,12,3,1
28,1,159,4,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,5011,4,1
2,1,56,2,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1362,2,1
6,1,97,6,0,18,65,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,565,3,1
1,1,25,3,0,18,69,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,833,1,1
3,1,116,5,0,25,65,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1706,2,1
1,1,384,2,0,18,70,-1,1,13,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1612,6,1
1,1,24,2,0,45,64,-1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,961,2,1
1,1,35,2,0,18,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,691,2,1
1,1,32,2,0,30,80,-1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1
3,1,48,6,0,21,65,-1,1,11,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,264,2,1
1,1,412,4,0,20,70,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2554,4,1
1,1,10,2,0,40,69,-1,1,13,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,2,1
1,1,78,3,0,20,80,-1,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2548,5,1
1,1,42,3,0,18,75,-1,1,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,385,3,1
3,1,119,2,0,18,80,-1,2,28,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,884,3,1
2,1,51,2,0,18,75,-1,2,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,213,2,1
1,1,44,2,0,30,65,-1,1,9,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,178,1,1
1,1,23,2,0,21,85,-1,1,6,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,273,2,1
1,1,56,2,0,21,65,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,411,2,1
1,1,40,2,0,18,80,-1,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1317,2,1
1,1,34,8,0,45,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1531,3,1
23,1,99,6,0,18,75,-1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3898,6,1
1,1,24,2,0,18,65,-1,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2315,1,1
1,1,40,4,0,18,65,-1,6,10,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,554,2,1
1,1,76,2,0,18,70,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,445,3,1
19,1,102,2,0,18,70,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3018,2,1
2,1,80,6,0,21,70,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,498,4,1
1,1,38,5,0,21,70,-1,1,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,190,2,1
1,1,44,6,0,21,65,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,233,4,1
1,1,48,2,0,35,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,780,2,1
6,1,668,2,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,872,2,2
1,1,40,2,0,21,75,-1,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,553,2,1
1,1,16,2,0,12,21,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,2822,2,1
8,1,159,2,0,30,80,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1702,4,2
25,1,105,5,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1638,2,1
2,1,50,5,0,21,70,-1,1,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,2,1
1,1,71,8,0,20,70,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,963,8,1
30,1,174,3,0,18,75,-1,1,13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,398,2,1
1,1,525,3,0,30,80,-1,2,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1908,3,1
1,1,43,2,0,18,72,-1,1,21,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1577,2,1
1,1,258,3,0,35,75,-1,2,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,319,6,1
1,1,28,3,0,40,65,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,306,3,1
44,1,947,3,0,18,65,-1,1,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2417,1,1
1,1,180,2,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3,1,1
2,1,3118,2,0,18,73,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,5743,5,1
2,1,65,2,0,18,70,-1,1,10,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1760,2,1
1,1,10,2,0,35,70,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,8,2,1
3,1,100,1,0,20,74,-1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1461,1,1
4,1,48,4,0,18,60,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3254,1,1
2,1,1007,2,0,18,78,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,5795,3,1
2,1,24,2,0,30,70,-1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,3,4,2
1,1,31,2,0,18,75,-1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1743,2,1
8,1,161,2,0,30,80,-1,1,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1297,4,2
12,1,61,4,0,18,75,-1,5,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,925,4,1
1,1,105,3,0,30,80,-1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2822,3,1
1,1,60,3,0,35,70,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,543,3,1
1,1,515,3,0,18,80,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2690,3,1
5,1,60,2,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3751,2,2
6,1,203,2,0,20,60,-1,1,10,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,978,2,1
1,1,362,3,0,18,80,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,5834,3,1
3,1,55,7,0,18,65,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3087,2,1
2,1,29,3,0,18,65,-1,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1026,3,1
1,1,33,2,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,316,2,1
80,1,368,6,0,18,80,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1668,6,1
1,3,110,2,0,40,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1425,1,1
19,1,79,3,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,982,3,1
1,1,30,1,0,50,75,-1,1,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,64,1,1
1,1,570,2,0,18,75,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2691,2,1
1,1,40,2,0,35,70,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,11,2,1
1,1,74,3,0,18,60,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,297,3,1
66,1,448,2,0,18,80,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2318,2,1
55,1,332,6,0,18,75,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3669,3,1
1,1,9,2,0,18,75,-1,1,16,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,480,2,1
3,1,58,3,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,613,3,1
15,1,311,2,0,18,75,-1,6,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1466,3,1
3,1,24,2,0,18,65,-1,1,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,345,3,1
2,2,24,2,0,18,99,-1,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,624,2,1
3,1,48,2,0,18,69,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,969,2,1
1,1,32,11,0,21,65,-1,1,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2,1
1,1,30,3,0,18,64,-1,2,20,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,2142,3,1
1,1,12,3,0,18,70,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,604,2,1
1,1,220,2,0,50,75,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,5,2,2
14,1,124,2,0,18,80,-1,1,18,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,297,2,1
19,1,186,4,0,18,70,-1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1641,2,1
4,1,30,4,0,20,75,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2581,2,1
1,1,48,3,0,35,70,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,3,1
7,1,45,4,0,18,75,-1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3658,4,1
1,1,85,1,0,20,79,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,818,1,1
3,1,250,4,0,20,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,438,4,1
1,1,200,2,0,19,75,-1,1,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,826,2,1
1,1,82,4,0,40,65,-1,1,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,3271,4,2
1,1,19,3,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,693,3,2
5,1,47,2,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1070,2,1
1,1,76,4,0,18,70,-1,1,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1178,3,1
1,1,101,2,0,18,75,-1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1193,2,1
1,1,11,2,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,346,2,1
2,1,25,3,0,20,79,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5336,1,1
1,1,109,2,0,30,80,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2296,2,1
1,2,22,2,0,18,45,-1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1784,2,1
47,1,220,6,0,30,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3974,2,1
2,1,32,4,0,18,70,-1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,217,4,1
1,1,71,2,0,20,70,-1,1,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,597,5,3
1,1,57,2,0,30,70,-1,1,11,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1448,3,1
67,1,693,7,0,18,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1331,8,1
1,1,892,2,0,18,70,-1,1,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2114,3,1
1,1,128,4,0,18,70,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1354,1,1
1,1,352,2,0,35,70,-1,1,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1432,3,1
1,1,25,2,0,18,65,-1,3,14,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,9,2,1
1,1,48,4,0,18,75,-1,1,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,4,1
36,1,136,2,0,18,80,-1,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1049,4,1
61,1,367,3,0,18,75,-1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,758,3,1
2,1,37,3,0,18,75,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2,3,1
1,1,28,2,0,40,59,-1,6,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1580,2,1
1,1,8,2,0,40,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,3780,2,1
1,1,315,5,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,673,2,1
2,1,99,4,0,18,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3300,4,1
79,1,289,3,0,18,80,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1220,3,1
2,1,60,3,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,224,3,1
1,1,143,2,0,19,79,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1924,2,1
1,1,7,3,0,18,65,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2428,3,2
1,1,22,3,0,18,75,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2541,2,1
1,1,34,4,0,18,65,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2861,4,1
1,1,71,3,0,18,55,-1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,581,3,1
4,1,203,2,0,18,70,-1,1,12,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2403,2,1
1,1,318,2,0,18,80,-1,2,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,4196,2,1
10,1,375,2,0,35,75,-1,1,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,329,4,1
1,1,100,2,0,19,80,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,350,2,1
1,1,170,2,0,20,75,-1,1,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2035,2,1
1,1,254,7,0,18,74,-1,1,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,921,3,1
1,1,14,2,0,21,70,-1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,527,2,1
1,1,69,4,0,18,70,-1,1,22,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,585,2,1
1,1,24,2,0,30,80,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2064,2,1
1,1,117,3,0,19,75,-1,1,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,331,3,1
1,1,44,5,0,18,65,-1,1,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,151,6,1
39,1,88,2,0,18,70,-1,8,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,877,1,1
5,1,67,9,0,18,70,-1,2,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,418,9,1
1,1,30,2,0,40,85,-1,1,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,751,2,1
216,1,1189,3,0,18,75,-1,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3030,3,1
1,1,45,2,0,19,65,-1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,18,1,1
2,1,32,2,0,20,65,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,405,1,1
1,1,116,2,0,40,65,-1,2,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,561,2,1
1,1,44,2,0,18,70,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2525,2,1
1,1,86,2,0,18,65,-1,41,19,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2711,2,1
1,1,150,5,0,20,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,420,5,1
1,1,55,2,0,18,60,-1,2,8,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,971,2,1
1,1,62,2,0,45,75,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1
1,1,56,2,0,8,17,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,3,2,1
9,1,72,3,0,30,65,-1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2826,3,2
14,1,466,2,0,21,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3209,2,1
13,1,247,2,0,18,64,-1,1,8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1445,4,1
1,1,189,2,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2,2,1
1,1,40,2,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1361,2,1
1,1,120,3,0,20,70,-1,1,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,4,3,1
1,1,130,2,0,18,65,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2013,2,1
18,1,279,2,0,18,80,-1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1055,2,1
71,1,305,2,0,18,75,-1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2749,2,1
58,1,373,3,0,18,80,-1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2888,3,1
1,1,60,2,0,19,75,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1578,2,1
1,1,58,2,0,18,80,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,996,1,1
1,1,38,2,0,18,70,-1,2,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2748,2,1
1,1,22,4,0,18,70,-1,1,5,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1309,2,1
1,1,46,2,0,18,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,349,2,1
1,1,149,5,0,18,75,-1,1,10,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,652,1,1
1,1,150,3,0,18,79,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3733,1,1
1,1,32,4,0,18,65,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2539,4,1
1,1,80,3,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,378,3,1
